s.no,Name,Location,Year,KmDriven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,doubleKmDriven
4542,Nissan Sunny 2011-2014 XL,Kochi,2013,137760,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.97,68880
4543,Maruti Alto K10 VXI AGS,Chennai,2017,11000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,4.25,5500
4544,Maruti Ritz ZXI,Coimbatore,2016,80104,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,6.17,40052
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,189172,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.72,94586
4546,Hyundai Verna CRDi SX,Hyderabad,2013,318652,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,6.5,159326
4547,Honda Amaze S i-Dtech,Jaipur,2013,126000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.25,63000
4548,Honda City i DTEC SV,Kolkata,2014,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,4.75,45000
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,226004,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,,17.71,113002
4550,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,116000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,5.85,58000
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,103204,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.27,51602
4552,BMW 3 Series 320d Sedan,Hyderabad,2007,296796,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5.0,,9.25,148398
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,50000,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,12.75,25000
4554,BMW 3 Series Luxury Line,Pune,2016,140000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11 Lakh,27.0,70000
4555,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,50000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,21.0,25000
4556,Maruti Swift Dzire VDI,Hyderabad,2017,44000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.95,22000
4557,Maruti Celerio ZXI,Hyderabad,2015,94040,Petrol,Manual,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.5,47020
4558,BMW 3 Series 320d GT Luxury Line,Mumbai,2017,16000,Diesel,Automatic,First,19.59 kmpl,1995 CC,187.74 bhp,5.0,,33.75,8000
4559,Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,146000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,17.51,73000
4560,Honda Jazz V,Kochi,2017,147892,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.71 Lakh,6.8,73946
4561,Tata Nano Cx BSIV,Coimbatore,2014,168332,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.68,84166
4562,Maruti Alto 800 2016-2019 LXI,Chennai,2016,122000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9,61000
4563,Maruti Wagon R VXI,Mumbai,2014,87256,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.61 Lakh,3.16,43628
4564,Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,120000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.9,60000
4565,Chevrolet Beat LT,Delhi,2010,108000,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,5.0,,1.95,54000
4566,Jaguar XF 2.2 Litre Luxury,Kochi,2015,108004,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.52,54002
4567,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,104000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,9.0,52000
4568,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,160000,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.5,80000
4569,Mitsubishi Pajero 2.8 SFX,Chennai,2008,320000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,8.75,160000
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,6600,Diesel,Automatic,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.88 Lakh,11.5,3300
4571,Maruti Alto K10 LXI,Delhi,2016,140108,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91 Lakh,3.0,70054
4572,Hyundai EON Magna Plus,Coimbatore,2015,53136,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.79,26568
4573,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,118000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.0,59000
4574,Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,102000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.25,51000
4575,Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,112800,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,8.0,56400
4576,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,160000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.8,80000
4577,BMW 5 Series 520d Sedan,Delhi,2012,144000,Diesel,Automatic,Third,18.48 kmpl,,,,,13.85,72000
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,214000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.5,107000
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,200000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,25.0,100000
4580,Volkswagen Polo 1.5 TDI Highline,Kochi,2016,119996,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.49,59998
4581,Audi Q3 2.0 TDI,Hyderabad,2013,210000,Diesel,Automatic,First,17.32 kmpl,1968 CC,150 bhp,5.0,,19.0,105000
4582,Hyundai i20 1.2 Magna,Kolkata,2011,72000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.5,36000
4583,Hyundai i10 Sportz 1.1L,Kolkata,2015,48700,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.0,24350
4584,Tata Tigor 1.05 Revotorq XT,Kochi,2018,115892,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,,6.64,57946
4585,Hyundai EON Era,Kochi,2017,32972,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.21,16486
4586,Hyundai Santro Xing GLS,Chennai,2009,273284,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.55,136642
4587,Hyundai Santro Xing GLS,Hyderabad,2011,120000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.59,60000
4588,Mahindra Scorpio SLX,Chennai,2008,200000,Diesel,Manual,Second,12.7 kmpl,2609 CC,120 bhp,8.0,,4.0,100000
4589,Honda City i-VTEC S,Jaipur,2010,194756,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3.87,97378
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,90000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.75,45000
4591,Audi A4 35 TDI Technology Edition,Kochi,2019,152652,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,32.91,76326
4592,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,87600,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.75,43800
4593,Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,184000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,1.9,92000
4594,Hyundai i20 Magna 1.2,Kochi,2017,28128,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.59,14064
4595,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,84732,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,31.93,42366
4596,Honda City i DTEC VX,Jaipur,2014,306204,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,7.25,153102
4597,Hyundai i10 Era 1.1 iTech SE,Pune,2008,145344,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.9,72672
4598,Maruti Swift VDI BSIV,Kolkata,2015,90000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.55,45000
4599,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,183392,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,9.25,91696
4600,Ford Ikon 1.3 Flair,Kochi,2009,132968,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,5.0,,1.65,66484
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,30912,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,48.18 Lakh,36.64,15456
4602,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,110000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.0,55000
4604,Honda Jazz Select Edition,Pune,2011,196000,Petrol,Manual,First,16.7 kmpl,,,,,3.15,98000
4605,Honda Amaze S i-Dtech,Ahmedabad,2014,245188,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35,122594
4606,Maruti Zen LXi - BS III,Hyderabad,2006,160000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.2,80000
4607,Hyundai i20 Magna,Jaipur,2013,118000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.1,59000
4608,BMW X5 3.0d,Chennai,2009,300000,Diesel,Automatic,First,11.0 kmpl,2993 CC,235 bhp,5.0,,18.75,150000
4609,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,240332,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.78,120166
4610,Maruti Swift Dzire LDI,Kolkata,2016,170900,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.0,85450
4611,Maruti Swift VDI,Jaipur,2013,176000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.33,88000
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,163656,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,8.68 Lakh,5.43,81828
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,36000,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.9,18000
4614,BMW X5 X5 M,Chennai,2017,30000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,,70.0,15000
4615,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,68000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,,25.5,34000
4616,Hyundai Grand i10 AT Asta,Ahmedabad,2015,92000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.1,46000
4617,Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,96316,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.7,48158
4618,BMW 5 Series 525d Sedan,Hyderabad,2013,186000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5.0,,26.5,93000
4619,Nissan Micra Diesel XV Premium,Ahmedabad,2013,284028,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.9,142014
4620,Maruti SX4 ZXI MT BSIV,Pune,2010,252268,Petrol,Manual,Second,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.7,126134
4621,Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,281036,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.95,140518
4622,Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,26000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,23.0,13000
4623,Maruti Swift Ldi BSIV,Pune,2009,280000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.49,140000
4624,Maruti Swift LDI Optional,Jaipur,2015,260000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.5,130000
4625,Toyota Corolla Altis Diesel D4DJ,Delhi,2011,357604,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,4.5,178802
4626,Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,134000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.9,67000
4627,BMW 6 Series 650i Coupe,Kochi,2010,261316,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,4.0,,20.72,130658
4628,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,144000,Petrol,Manual,First,16.25 kmpl,1198 CC,73.9 bhp,5.0,,2.21,72000
4630,Land Rover Freelander 2 HSE,Mumbai,2011,164000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,,13.9,82000
4631,Ford Fiesta 1.6 ZXi Duratec,Pune,2010,170000,Petrol,Manual,First,15.3 kmpl,1596 CC,101 bhp,5.0,,1.46,85000
4632,Hyundai Verna SX CRDi AT,Pune,2012,166000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,6.0,83000
4633,Renault KWID 1.0 RXT Optional,Jaipur,2016,52000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,4.78 Lakh,3.0,26000
4634,Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,54000,Diesel,Manual,First,22.3 kmpl,1248 CC,88.8 bhp,5.0,,3.5,27000
4635,Hyundai i20 Active 1.4 SX,Kochi,2018,75492,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,,7.59,37746
4636,Maruti SX4 Zxi BSIII,Mumbai,2009,126548,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,,1.99,63274
4637,Renault KWID RXT,Hyderabad,2016,50000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.8,25000
4638,Mahindra Xylo E4 ABS BS III,Bangalore,2013,394000,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7.0,,4.0,197000
4639,Hyundai EON D Lite Plus,Bangalore,2013,90020,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95,45010
4640,Honda Amaze VX i-DTEC,Delhi,2013,150696,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.75,75348
4641,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,180220,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.5,90110
4642,Honda City 1.5 V MT,Pune,2011,408052,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.75,204026
4643,Toyota Fortuner 4x2 AT,Pune,2015,72000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,22.0,36000
4644,Honda Amaze E i-Vtech,Kochi,2017,75156,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,6.14,37578
4645,BMW 1 Series 118d Base,Pune,2015,184004,Diesel,Automatic,First,20.58 kmpl,1995 CC,143 bhp,5.0,,16.0,92002
4646,Maruti Celerio VXI AT,Hyderabad,2014,186236,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.75,93118
4647,Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,96000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75,48000
4648,Jaguar XF 2.2 Litre Luxury,Pune,2013,92000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,24.0,46000
4649,Honda WRV i-VTEC VX,Hyderabad,2017,30000,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.83 Lakh,8.9,15000
4650,BMW X1 sDrive20d,Chennai,2012,170000,Diesel,Automatic,Third,17.05 kmpl,1995 CC,184 bhp,5.0,,10.0,85000
4651,Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,64000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.5 bhp,5.0,,5.55,32000
4652,Volkswagen Vento 1.6 Comfortline,Kochi,2012,121636,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.05 Lakh,3.59,60818
4653,Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,70376,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,11.13,35188
4654,Mahindra XUV500 W6 2WD,Jaipur,2012,220000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.2,110000
4655,Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,122000,Diesel,Manual,First,18.6 kmpl,1388 CC,67 bhp,5.0,,2.98,61000
4656,Hyundai Santro Xing GLS,Pune,2010,150000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.7,75000
4657,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,110000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,,52.0,55000
4658,Maruti Alto LXi BSII,Pune,2003,139932,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,0.95,69966
4659,Honda City i VTEC VX Option,Mumbai,2016,84000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,9.25,42000
4660,Hyundai Santa Fe 2WD AT,Bangalore,2014,96000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,16.25,48000
4661,Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,70000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.99,35000
4662,Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,256000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,4.25,128000
4663,BMW 3 Series 320d Sedan,Bangalore,2008,156000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,7.2,78000
4664,Maruti Swift ZXI,Hyderabad,2011,106160,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.4,53080
4665,Volkswagen Vento Petrol Highline,Pune,2011,132000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,,4.25,66000
4666,Maruti Ertiga VXI,Ahmedabad,2012,50000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,5.35,25000
4667,Hyundai Grand i10 AT Asta,Coimbatore,2016,144556,Petrol,Automatic,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,6.3,72278
4668,Hyundai Creta 1.6 CRDi SX,Delhi,2017,88000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.5,44000
4669,Audi A6 3.0 TDI quattro,Ahmedabad,2008,100000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,7.5,50000
4670,Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,324708,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7.0,,11.25,162354
4671,Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,52000,Petrol,Automatic,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,,7.65,26000
4672,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,200000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.5,100000
4673,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,150000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,7.5,75000
4674,Mercedes-Benz S-Class 280 AT,Kochi,2004,479436,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,,7.1,239718
4675,Hyundai i10 Magna,Mumbai,2010,111960,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.25,55980
4676,Audi A4 35 TDI Technology Edition,Hyderabad,2015,60000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,27.0,30000
4677,Hyundai i20 Sportz 1.4 CRDi,Pune,2012,99400,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,5.0,,4.18,49700
4678,Hyundai Verna 1.4 EX,Chennai,2013,158000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,,6.5,79000
4679,Honda City 1.5 V MT,Delhi,2010,130200,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.15,65100
4680,Maruti Ertiga VDI,Pune,2016,216644,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.64,108322
4681,Maruti Alto LXi BSII,Hyderabad,2011,114476,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.4,57238
4682,Maruti Wagon R AMT VXI,Mumbai,2016,18000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.25,9000
4683,Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,85752,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,9.31,42876
4684,Maruti Alto LXi BSIII,Bangalore,2011,128000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.39,64000
4685,Volkswagen Vento 1.6 Comfortline,Kochi,2018,40976,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.48 Lakh,7.64,20488
4686,Maruti Baleno Zeta 1.2,Delhi,2016,42000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.21,21000
4687,Land Rover Freelander 2 TD4 SE,Jaipur,2012,476812,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,,16.5,238406
4688,Honda CR-V 2.0L 2WD AT,Kochi,2011,223948,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,8.22,111974
4689,Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,145336,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17 Lakh,28.85,72668
4690,Honda City V AT,Mumbai,2015,64000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,8.5,32000
4691,Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,6000,Petrol,Automatic,Second,12.0 kmpl,5461 CC,421 bhp,2.0,,90.0,3000
4692,Honda City i-VTEC S,Mumbai,2015,20800,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.51,10400
4693,Maruti Swift VDI,Mumbai,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.65,35000
4694,Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,220404,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,8.4,110202
4695,Toyota Etios Cross 1.4L VD,Bangalore,2014,114928,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,9.99 Lakh,5.75,57464
4696,Maruti Wagon R LX,Jaipur,2006,220000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.11,110000
4697,Fiat Punto 1.2 Dynamic,Kochi,2017,71764,Petrol,Manual,First,15.7 kmpl,,,,,3.93,35882
4698,Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,144000,Petrol,Automatic,First,12.0 kmpl,1991 CC,184 bhp,5.0,,17.25,72000
4699,Jaguar XF Aero Sport Edition,Delhi,2012,32000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,32.0,16000
4700,Hyundai i20 Sportz Petrol,Kochi,2011,124040,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.45,62020
4701,Land Rover Freelander 2 SE,Pune,2014,170000,Diesel,Automatic,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,,23.0,85000
4702,Hyundai Elite i20 Petrol Sportz,Kochi,2018,56892,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.32,28446
4703,Honda Amaze S i-Vtech,Jaipur,2014,82420,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.4,41210
4704,Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,40000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,47.35,20000
4705,Maruti Alto 800 VXI,Coimbatore,2016,72172,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,4.12,36086
4706,Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,160000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.95 Lakh,19.5,80000
4707,Hyundai Grand i10 AT Asta,Hyderabad,2016,42000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.2,21000
4708,BMW X3 xDrive30d M Sport,Bangalore,2016,98000,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.0,49000
4710,Hyundai i20 Magna,Chennai,2010,190000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.8,95000
4711,Hyundai Grand i10 AT Asta,Pune,2015,64000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.8,32000
4712,Hyundai Santro Xing XG,Pune,2003,160000,Petrol,Manual,Second,17.0 kmpl,,,,,0.9,80000
4713,Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,245600,Diesel,Manual,First,25.01 kmpl,1498 CC,89.75 bhp,5.0,,5.65,122800
4715,Maruti Swift Dzire VDI,Ahmedabad,2015,138000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,5.9,69000
4716,Toyota Etios VXD,Pune,2015,130000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.04 bhp,5.0,,5.0,65000
4717,Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,46000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.9,23000
4718,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,140000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.25,70000
4719,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,500000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,10.9,250000
4720,Hyundai Accent GLE,Delhi,2012,112000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,2.45,56000
4721,Maruti Alto 800 LXI,Pune,2013,60000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.5,30000
